start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,host_total,host_user,host_system,remote_total,remote_user,remote_system,flow_type,target_rate_mbps,date,time
0.0,1.000226,1.0002260208129883,3689476,29509138.3205662,0.04766879764743278,7,2744,0.25510204081632654,False,False,4.7515508457576665,1.366844419439164,3.384696510583411,0.54707,0.045773,0.501374,udp,30,20250716,053146_129063
1.000226,2.000158,0.9999319911003113,3775748,30208038.41545439,0.05721568072815997,0,2801,0.0,False,False,4.7515508457576665,1.366844419439164,3.384696510583411,0.54707,0.045773,0.501374,udp,30,20250716,053146_129063
2.000158,3.000234,1.0000760555267334,3724524,29793926.007264063,0.06111287579907407,0,2763,0.0,False,False,4.7515508457576665,1.366844419439164,3.384696510583411,0.54707,0.045773,0.501374,udp,30,20250716,053146_129063
3.000234,4.000158,0.9999240040779114,3758224,30068077.05124094,0.06353605113213634,0,2788,0.0,False,False,4.7515508457576665,1.366844419439164,3.384696510583411,0.54707,0.045773,0.501374,udp,30,20250716,053146_129063
4.000158,5.000157,0.9999989867210388,3662516,29300157.689233344,0.10876156612375636,0,2717,0.0,False,False,4.7515508457576665,1.366844419439164,3.384696510583411,0.54707,0.045773,0.501374,udp,30,20250716,053146_129063
5.000157,6.000064,0.9999070167541504,3836408,30694118.038723733,0.07164038622871147,0,2846,0.0,False,False,4.7515508457576665,1.366844419439164,3.384696510583411,0.54707,0.045773,0.501374,udp,30,20250716,053146_129063
6.000064,7.000224,1.0001599788665771,3657124,29252312.248241767,0.6318894113733007,0,2713,0.0,False,False,4.7515508457576665,1.366844419439164,3.384696510583411,0.54707,0.045773,0.501374,udp,30,20250716,053146_129063
7.000224,8.000034,0.999809980392456,3771704,30179366.671410825,0.7611803164216595,0,2798,0.0,False,False,4.7515508457576665,1.366844419439164,3.384696510583411,0.54707,0.045773,0.501374,udp,30,20250716,053146_129063
8.000034,9.000224,1.000190019607544,3797316,30372756.5807145,0.025098667980289615,0,2817,0.0,False,False,4.7515508457576665,1.366844419439164,3.384696510583411,0.54707,0.045773,0.501374,udp,30,20250716,053146_129063
9.000224,10.000052,0.9998279809951782,3702956,29628744.70717865,0.3180065066654168,0,2747,0.0,False,False,4.7515508457576665,1.366844419439164,3.384696510583411,0.54707,0.045773,0.501374,udp,30,20250716,053146_129063
