start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,flow_type,target_rate_mbps,date,time
0.0,1.000182,1.000182032585144,1250944,10005730.630986987,1.6354998518690445,0,928,0.0,False,False,udp,10,20251003,041220_163062
1.000182,2.000184,1.0000020265579224,1249596,9996747.74101167,1.6444988209595257,0,927,0.0,False,False,udp,10,20251003,041220_163062
2.000184,3.000163,0.999979019165039,1249596,9996977.744940175,1.6472337995571595,0,927,0.0,False,False,udp,10,20251003,041220_163062
3.000163,4.000189,1.000025987625122,1250944,10007291.934248725,1.6083162031059308,0,928,0.0,False,False,udp,10,20251003,041220_163062
4.000189,5.000194,1.0000050067901611,1241508,9932014.27248866,1.5905665815983447,0,921,0.0,False,False,udp,10,20251003,041220_163062
5.000194,6.000172,0.999978005886078,1257684,10061693.298028646,1.6917150058707533,0,933,0.0,False,False,udp,10,20251003,041220_163062
6.000172,7.000073,0.999900996685028,1242856,9943832.47237829,1.593162117093037,0,922,0.0,False,False,udp,10,20251003,041220_163062
7.000073,8.00019,1.0001169443130493,1249596,9995599.071533063,1.7569634548183055,0,927,0.0,False,False,udp,10,20251003,041220_163062
8.00019,9.000186,0.9999960064888,1257684,10061512.180761583,1.6248986603174849,0,933,0.0,False,False,udp,10,20251003,041220_163062
9.000186,10.000182,0.9999960064888,1242856,9942887.70703342,1.7184287614723521,0,922,0.0,False,False,udp,10,20251003,041220_163062
10.000182,11.000171,0.9999889731407166,1249596,9996878.23416956,1.8028564967153604,0,927,0.0,False,False,udp,10,20251003,041220_163062
11.000171,12.000193,1.000022053718567,1250944,10007331.30113188,1.6285028348125676,0,928,0.0,False,False,udp,10,20251003,041220_163062
12.000193,13.000179,0.9999859929084778,1249596,9996908.02760568,1.67820134492835,0,927,0.0,False,False,udp,10,20251003,041220_163062
13.000179,14.000187,1.0000079870224,1254988,10039823.811702324,1.58421367044942,0,931,0.0,False,False,udp,10,20251003,041220_163062
14.000187,15.000091,0.999903976917267,1244204,9954587.870214636,1.654032569727341,0,923,0.0,False,False,udp,10,20251003,041220_163062
15.000091,16.000181,1.0000900030136108,1250944,10006651.371220438,1.6155741515943753,0,928,0.0,False,False,udp,10,20251003,041220_163062
16.000181,17.000181,1.0,1257684,10061472.0,1.5309014171563915,0,933,0.0,False,False,udp,10,20251003,041220_163062
17.000181,18.000198,1.0000170469284058,1242856,9942678.507871315,1.8673668490926696,0,922,0.0,False,False,udp,10,20251003,041220_163062
18.000198,19.00018,0.9999819993972778,1257684,10061653.115820466,1.4378087413325848,0,933,0.0,False,False,udp,10,20251003,041220_163062
19.00018,20.00018,1.0,1236116,9888928.0,1.9295602437216473,0,917,0.0,False,False,udp,10,20251003,041220_163062
20.00018,21.000171,0.999990999698639,1254988,10039994.36297493,1.731242316208436,0,931,0.0,False,False,udp,10,20251003,041220_163062
21.000171,22.000179,1.0000079870224,1257684,10061391.6394396,1.6343984809477081,0,933,0.0,False,False,udp,10,20251003,041220_163062
22.000179,23.000108,0.9999290108680725,1249596,9997477.71226426,1.6579278313812564,0,927,0.0,False,False,udp,10,20251003,041220_163062
23.000108,24.000084,0.9999759793281555,1244204,9953871.09867124,1.8796862056311776,0,923,0.0,False,False,udp,10,20251003,041220_163062
24.000084,25.000187,1.0001029968261719,1248248,9984955.58126566,1.6227543601260859,0,926,0.0,False,False,udp,10,20251003,041220_163062
25.000187,26.000183,0.9999960064888,1257684,10061512.180761583,1.6167700344196563,0,933,0.0,False,False,udp,10,20251003,041220_163062
26.000183,27.000191,1.0000079870224,1242856,9942768.58688458,1.6898637034920143,0,922,0.0,False,False,udp,10,20251003,041220_163062
27.000191,28.000123,0.9999319911003113,1256336,10051371.5827217,1.537388573948328,0,932,0.0,False,False,udp,10,20251003,041220_163062
28.000123,29.000158,1.000035047531128,1250944,10007201.272301905,1.5823468997800636,0,928,0.0,False,False,udp,10,20251003,041220_163062
29.000158,30.000494,1.0003360509872437,1237464,9896386.30961051,2.125464213987569,0,918,0.0,False,False,udp,10,20251003,041220_163062
30.000494,31.000069,0.9995750188827515,1256336,10054961.168631336,1.9968931690560128,0,932,0.0,False,False,udp,10,20251003,041220_163062
31.000069,32.000184,1.0001150369644165,1256336,10049531.932352696,1.6217674764958,0,932,0.0,False,False,udp,10,20251003,041220_163062
32.000184,33.000183,0.9999989867210388,1249596,9996778.12952496,1.64091538876163,0,927,0.0,False,False,udp,10,20251003,041220_163062
33.000183,34.000154,0.9999709725379944,1244204,9953920.937061807,1.961184678015379,0,923,0.0,False,False,udp,10,20251003,041220_163062
34.000154,35.00018,1.000025987625122,1256336,10050426.81327566,1.519495984454419,0,932,0.0,False,False,udp,10,20251003,041220_163062
35.00018,36.000173,0.9999930262565613,1237464,9899781.03853306,1.959564199810771,0,918,0.0,False,False,udp,10,20251003,041220_163062
36.000173,37.00017,0.9999970197677612,1263076,10104638.11416827,1.5599297879767324,0,937,0.0,False,False,udp,10,20251003,041220_163062
37.00017,38.00018,1.0000100135803223,1242856,9942748.437489897,1.955225925871355,0,922,0.0,False,False,udp,10,20251003,041220_163062
38.00018,39.000156,0.9999759793281555,1249596,9997008.134851834,1.6835135361391917,0,927,0.0,False,False,udp,10,20251003,041220_163062
39.000156,40.000184,1.0000280141830444,1257684,10061190.143977663,1.6320744784390426,0,933,0.0,False,False,udp,10,20251003,041220_163062
40.000184,41.000127,0.9999430179595947,1241508,9932629.98152294,1.667986837444031,0,921,0.0,False,False,udp,10,20251003,041220_163062
41.000127,42.000196,1.00006902217865,1256336,10049994.327496096,1.6167100245748742,0,932,0.0,False,False,udp,10,20251003,041220_163062
42.000196,43.000186,0.9999899864196777,1250944,10007652.212429266,1.6515357496176817,0,928,0.0,False,False,udp,10,20251003,041220_163062
43.000186,44.000123,0.9999369978904724,1242856,9943474.459867006,1.7176753433082443,0,922,0.0,False,False,udp,10,20251003,041220_163062
44.000123,45.000174,1.0000510215759277,1256336,10050175.22422171,1.666010277737413,0,932,0.0,False,False,udp,10,20251003,041220_163062
