start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,host_total,host_user,host_system,remote_total,remote_user,remote_system,flow_type,target_rate_mbps,date,time
0.0,1.000163,1.000162959098816,6214280,49706139.932231024,0.4990646274793442,0,4610,0,False,False,7.6722373494273,2.7572413705327348,4.914995978894566,1.41446623547195,0.0798189345775405,1.3346572894984112,udp,50,20251115,050230_515781
1.000163,2.000216,1.00005304813385,6261460,50089022.87081033,0.2590940649465887,0,4645,0,False,False,7.6722373494273,2.7572413705327348,4.914995978894566,1.41446623547195,0.0798189345775405,1.3346572894984112,udp,50,20251115,050230_515781
2.000216,3.000207,0.999990999698639,6250676,50005858.06779243,0.2839506862340871,0,4637,0,False,False,7.6722373494273,2.7572413705327348,4.914995978894566,1.41446623547195,0.0798189345775405,1.3346572894984112,udp,50,20251115,050230_515781
3.000207,4.000207,1.0,6249328,49994624.0,0.2860316498053772,0,4636,0,False,False,7.6722373494273,2.7572413705327348,4.914995978894566,1.41446623547195,0.0798189345775405,1.3346572894984112,udp,50,20251115,050230_515781
4.000207,5.000206,0.9999989867210388,6250676,50005458.66947921,0.2784262354229268,0,4637,0,False,False,7.6722373494273,2.7572413705327348,4.914995978894566,1.41446623547195,0.0798189345775405,1.3346572894984112,udp,50,20251115,050230_515781
5.000206,6.000207,1.0000009536743164,6249328,49994576.3214566,0.2887995864865823,0,4636,0,False,False,7.6722373494273,2.7572413705327348,4.914995978894566,1.41446623547195,0.0798189345775405,1.3346572894984112,udp,50,20251115,050230_515781
6.000207,7.000202,0.999994993209839,6250676,50005658.367838316,0.28299189277418324,0,4637,0,False,False,7.6722373494273,2.7572413705327348,4.914995978894566,1.41446623547195,0.0798189345775405,1.3346572894984112,udp,50,20251115,050230_515781
7.000202,8.000204,1.0000020265579224,6198104,49584731.51366952,0.24635666825103164,0,4598,0,False,False,7.6722373494273,2.7572413705327348,4.914995978894566,1.41446623547195,0.0798189345775405,1.3346572894984112,udp,50,20251115,050230_515781
8.000204,9.000155,0.9999510049819946,6314032,50514730.97015342,0.20578188305402348,0,4684,0,False,False,7.6722373494273,2.7572413705327348,4.914995978894566,1.41446623547195,0.0798189345775405,1.3346572894984112,udp,50,20251115,050230_515781
9.000155,10.000234,1.0000790357589722,6237196,49893624.61951032,0.28895157173436015,0,4627,0,False,False,7.6722373494273,2.7572413705327348,4.914995978894566,1.41446623547195,0.0798189345775405,1.3346572894984112,udp,50,20251115,050230_515781
