start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,host_total,host_user,host_system,remote_total,remote_user,remote_system,flow_type,target_rate_mbps,date,time
0.0,1.000294,1.0002939701080322,1251210,10006738.31805559,0.35618168185341254,0,895,0,False,False,1.543900471258756,0.604538864378685,0.939411072478479,0.000139,7e-06,0.000132,udp,10,20241013,220120_268868
1.000294,2.000298,1.0000040531158447,1249812,9998455.47510169,0.01237341080014578,0,894,0,False,False,1.543900471258756,0.604538864378685,0.939411072478479,0.000139,7e-06,0.000132,udp,10,20241013,220120_268868
2.000298,3.000311,1.000012993812561,1249812,9998366.0831052,0.010172697479715838,0,894,0,False,False,1.543900471258756,0.604538864378685,0.939411072478479,0.000139,7e-06,0.000132,udp,10,20241013,220120_268868
3.000311,4.000298,0.999987006187439,1251210,10009810.065595765,0.010334752870084693,0,895,0,False,False,1.543900471258756,0.604538864378685,0.939411072478479,0.000139,7e-06,0.000132,udp,10,20241013,220120_268868
4.000298,5.000277,0.999979019165039,1249812,9998705.78119582,0.012873046634574803,0,894,0,False,False,1.543900471258756,0.604538864378685,0.939411072478479,0.000139,7e-06,0.000132,udp,10,20241013,220120_268868
5.000277,6.000289,1.0000120401382446,1249812,9998375.618175335,0.01148764187221976,0,894,0,False,False,1.543900471258756,0.604538864378685,0.939411072478479,0.000139,7e-06,0.000132,udp,10,20241013,220120_268868
6.000289,7.000291,1.0000020265579224,1249812,9998475.737509783,0.029936454468515256,0,894,0,False,False,1.543900471258756,0.604538864378685,0.939411072478479,0.000139,7e-06,0.000132,udp,10,20241013,220120_268868
7.000291,8.000293,1.0000020265579224,1249812,9998475.737509783,0.01524294140931778,0,894,0,False,False,1.543900471258756,0.604538864378685,0.939411072478479,0.000139,7e-06,0.000132,udp,10,20241013,220120_268868
8.000293,9.000111,0.9998180270195007,1249812,10000315.787269743,0.03481473492748876,0,894,0,False,False,1.543900471258756,0.604538864378685,0.939411072478479,0.000139,7e-06,0.000132,udp,10,20241013,220120_268868
9.000111,10.000312,1.0002009868621826,1249812,9996486.837477686,0.010090127955086544,0,894,0,False,False,1.543900471258756,0.604538864378685,0.939411072478479,0.000139,7e-06,0.000132,udp,10,20241013,220120_268868
