start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,host_total,host_user,host_system,remote_total,remote_user,remote_system,flow_type,target_rate_mbps,date,time
0.0,1.000214,1.0002139806747437,6222368,49768294.54675204,0.02455725966897136,260,4876,5.332239540607055,False,False,7.10287617197566,2.3435647882019466,4.759341116771393,1.323922,0.163151,1.16077,udp,70,20250708,184124_379514
1.000214,2.000096,0.9998819828033447,7028472,56234412.62773388,0.07262993417881868,141,5355,2.6330532212885154,False,False,7.10287617197566,2.3435647882019466,4.759341116771393,1.323922,0.163151,1.16077,udp,70,20250708,184124_379514
2.000096,3.000028,0.9999319911003113,6927372,55422745.2399215,0.3242036977747417,0,5139,0.0,False,False,7.10287617197566,2.3435647882019466,4.759341116771393,1.323922,0.163151,1.16077,udp,70,20250708,184124_379514
3.000028,4.000021,0.9999930262565613,6823576,54588988.6896017,0.6142727731602377,0,5062,0.0,False,False,7.10287617197566,2.3435647882019466,4.759341116771393,1.323922,0.163151,1.16077,udp,70,20250708,184124_379514
4.000021,5.000123,1.0001020431518555,5789660,46312554.12100702,0.585476840179925,0,4295,0.0,False,False,7.10287617197566,2.3435647882019466,4.759341116771393,1.323922,0.163151,1.16077,udp,70,20250708,184124_379514
5.000123,6.000018,0.9998949766159058,5901544,47217310.92178083,0.811553253097992,0,4378,0.0,False,False,7.10287617197566,2.3435647882019466,4.759341116771393,1.323922,0.163151,1.16077,udp,70,20250708,184124_379514
6.000018,7.000021,1.0000029802322388,6735956,53887487.40277278,0.3444329744162386,96,5093,1.8849401138817985,False,False,7.10287617197566,2.3435647882019466,4.759341116771393,1.323922,0.163151,1.16077,udp,70,20250708,184124_379514
7.000021,8.000028,1.0000070333480835,7067564,56540114.3336952,0.3673043454939821,0,5243,0.0,False,False,7.10287617197566,2.3435647882019466,4.759341116771393,1.323922,0.163151,1.16077,udp,70,20250708,184124_379514
8.000028,9.000019,0.999990999698639,6520276,52162677.47981712,0.6245137861681473,0,4837,0.0,False,False,7.10287617197566,2.3435647882019466,4.759341116771393,1.323922,0.163151,1.16077,udp,70,20250708,184124_379514
9.000019,10.000049,1.0000300407409668,6668556,53346845.4212353,0.3607092197404262,89,5036,1.767275615567911,False,False,7.10287617197566,2.3435647882019466,4.759341116771393,1.323922,0.163151,1.16077,udp,70,20250708,184124_379514
