start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,flow_type,target_rate_mbps,date,time
0.0,1.000084,1.0000840425491333,3743396,29944651.375165522,0.5905339476472887,0,2777,0,False,False,udp,30,20251007,043421_991733
1.000084,2.000204,1.0001200437545776,3712392,29695571.232134968,0.9345682556366636,0,2754,0,False,False,udp,30,20251007,043421_991733
2.000204,3.000211,1.0000070333480835,3774400,30194987.628141634,0.509530128520027,0,2800,0,False,False,udp,30,20251007,043421_991733
3.000211,4.000206,0.999994993209839,3751484,30012022.263897788,0.477285486968934,0,2783,0,False,False,udp,30,20251007,043421_991733
4.000206,5.000203,0.9999970197677612,3750136,30001177.41047612,0.4219045670950704,0,2782,0,False,False,udp,30,20251007,043421_991733
5.000203,6.000183,0.9999799728393555,3746092,29969336.2007105,0.4473472570953706,0,2779,0,False,False,udp,30,20251007,043421_991733
6.000183,7.000201,1.0000180006027222,3750136,30000547.972054508,0.39474376279272044,0,2782,0,False,False,udp,30,20251007,043421_991733
7.000201,8.0002,0.9999989867210388,3750136,30001118.399502087,0.38449691175875184,0,2782,0,False,False,udp,30,20251007,043421_991733
8.0002,9.000191,0.999990999698639,3764964,30119983.08892479,0.3889354981886454,0,2793,0,False,False,udp,30,20251007,043421_991733
9.000191,10.000019,0.9998279809951782,3747440,29984677.93445819,0.5369069477918323,0,2780,0,False,False,udp,30,20251007,043421_991733
10.000019,11.000013,0.9999939799308777,3750136,30001268.609710786,0.6528039938392732,0,2782,0,False,False,udp,30,20251007,043421_991733
11.000013,12.000085,1.0000720024108887,3752832,30020494.452023383,0.5832722613663955,0,2784,0,False,False,udp,30,20251007,043421_991733
12.000085,13.000205,1.0001200437545776,3736656,29889659.932998594,0.5090354265814003,0,2772,0,False,False,udp,30,20251007,043421_991733
13.000205,14.000148,0.9999430179595947,3750136,30002797.62062629,0.5067243579443892,0,2782,0,False,False,udp,30,20251007,043421_991733
14.000148,15.000204,1.0000560283660889,3747440,29977840.390584044,0.4256001453976778,0,2780,0,False,False,udp,30,20251007,043421_991733
15.000204,16.000206,1.0000020265579224,3750136,30001027.201180648,0.4015451131542453,0,2782,0,False,False,udp,30,20251007,043421_991733
16.000206,17.000202,0.9999960064888,3754180,30033559.939357992,0.3769563935761778,0,2785,0,False,False,udp,30,20251007,043421_991733
17.000202,18.000205,1.0000029802322388,3750136,30000998.590056807,0.4782366558020614,0,2782,0,False,False,udp,30,20251007,043421_991733
18.000205,19.000185,0.9999799728393555,3760920,30087962.576459985,0.3877639617423326,0,2790,0,False,False,udp,30,20251007,043421_991733
19.000185,20.000085,0.999899983406067,3748788,29993303.828089688,0.4922378924862551,0,2781,0,False,False,udp,30,20251007,043421_991733
20.000085,21.000194,1.0001089572906494,3736656,29889991.267533954,0.4625484973378194,0,2772,0,False,False,udp,30,20251007,043421_991733
21.000194,22.000012,0.9998180270195007,3758224,30071264.157566134,0.6708710162062613,0,2788,0,False,False,udp,30,20251007,043421_991733
22.000012,23.000196,1.0001840591430664,3744744,29952438.97974864,0.5031561644608185,0,2778,0,False,False,udp,30,20251007,043421_991733
23.000196,24.000208,1.0000120401382446,3750136,30000726.787102044,0.48045639963341213,0,2782,0,False,False,udp,30,20251007,043421_991733
24.000208,25.000216,1.0000079870224,3746092,29968496.640946038,0.42438018164801583,0,2779,0,False,False,udp,30,20251007,043421_991733
25.000216,26.000094,0.9998779892921448,3750136,30004748.900652386,0.408705805863091,0,2782,0,False,False,udp,30,20251007,043421_991733
26.000094,27.000077,0.999983012676239,3750136,30001597.646852575,0.4163641742366743,0,2782,0,False,False,udp,30,20251007,043421_991733
27.000077,28.000018,0.9999409914016724,3754180,30035212.33578041,0.548128080591748,0,2785,0,False,False,udp,30,20251007,043421_991733
28.000018,29.000015,0.9999970197677612,3754180,30033529.506892882,0.5299155687268045,0,2785,0,False,False,udp,30,20251007,043421_991733
29.000015,30.000014,0.9999989867210388,3750136,30001118.399502087,0.52643658565567,0,2782,0,False,False,udp,30,20251007,043421_991733
30.000014,31.000185,1.0001709461212158,3756876,30049871.091093943,0.4760895451315843,0,2787,0,False,False,udp,30,20251007,043421_991733
31.000185,32.000012,0.9998270273208618,3738004,29909205.475401975,0.6587792884098683,0,2773,0,False,False,udp,30,20251007,043421_991733
32.000012,33.000208,1.0001959800720215,3750136,29995209.5366747,0.4764524707285418,0,2782,0,False,False,udp,30,20251007,043421_991733
33.000208,34.000205,0.9999970197677612,3747440,29979609.34619828,0.474563097385803,0,2780,0,False,False,udp,30,20251007,043421_991733
34.000205,35.000163,0.9999579787254333,3752832,30023917.643286854,0.42996831009228825,0,2784,0,False,False,udp,30,20251007,043421_991733
35.000163,36.000213,1.0000499486923218,3750136,29999589.5597313,0.3997616834644093,0,2782,0,False,False,udp,30,20251007,043421_991733
36.000213,37.000219,1.0000059604644775,3746092,29968557.37347833,0.3852224146584655,0,2779,0,False,False,udp,30,20251007,043421_991733
37.000219,38.000018,0.9997990131378174,3752832,30028691.3724544,0.582197369634122,0,2784,0,False,False,udp,30,20251007,043421_991733
38.000018,39.000181,1.000162959098816,3762268,30093240.032723818,0.39610082501467236,0,2791,0,False,False,udp,30,20251007,043421_991733
39.000181,40.000033,0.9998520016670227,3740700,29930029.594485946,0.59639842752244,0,2775,0,False,False,udp,30,20251007,043421_991733
40.000033,41.000017,0.9999840259552002,3752832,30023135.59091296,0.6548451329060125,0,2784,0,False,False,udp,30,20251007,043421_991733
41.000017,42.000184,1.0001670122146606,3760920,30082335.8824621,0.3832138264490351,0,2790,0,False,False,udp,30,20251007,043421_991733
42.000184,43.000076,0.999891996383667,3733960,29874906.59795019,0.5687092128683082,0,2770,0,False,False,udp,30,20251007,043421_991733
43.000076,44.000201,1.0001250505447388,3747440,29975771.51344328,0.4003970580403052,0,2780,0,False,False,udp,30,20251007,043421_991733
44.000201,45.000213,1.0000120401382446,3750136,30000726.787102044,0.4511526233703017,0,2782,0,False,False,udp,30,20251007,043421_991733
45.000213,46.000202,0.9999889731407166,3748788,29990634.702508684,0.4060667658976727,0,2781,0,False,False,udp,30,20251007,043421_991733
46.000202,47.000204,1.0000020265579224,3754180,30033379.135617577,0.3761595722859026,0,2785,0,False,False,udp,30,20251007,043421_991733
47.000204,48.000206,1.0000020265579224,3756876,30054947.091908865,0.41331010824441916,0,2787,0,False,False,udp,30,20251007,043421_991733
48.000206,49.000019,0.9998130202293396,3746092,29974340.595330212,0.5623428307130872,0,2779,0,False,False,udp,30,20251007,043421_991733
49.000019,50.000035,1.0000159740448,3746092,29968257.285715546,0.6988539326687093,0,2779,0,False,False,udp,30,20251007,043421_991733
50.000035,51.000077,1.0000419616699219,3750136,29999829.1570712,0.7688323161837824,0,2782,0,False,False,udp,30,20251007,043421_991733
51.000077,52.00011,1.0000330209732056,3750136,30000097.36758866,0.790624122144682,0,2782,0,False,False,udp,30,20251007,043421_991733
52.00011,53.000206,1.0000959634780884,3750136,29998209.267502267,0.5072995081057426,0,2782,0,False,False,udp,30,20251007,043421_991733
53.000206,54.00021,1.0000040531158447,3750136,30000966.402607717,0.41587939586183875,0,2782,0,False,False,udp,30,20251007,043421_991733
54.00021,55.000209,0.9999989867210388,3750136,30001118.399502087,0.4116683791547653,0,2782,0,False,False,udp,30,20251007,043421_991733
55.000209,56.000188,0.999979019165039,3750136,30001717.4610826,0.500369843811199,0,2782,0,False,False,udp,30,20251007,043421_991733
56.000188,57.00011,0.999921977519989,3746092,29971074.41755465,0.383398431778007,0,2779,0,False,False,udp,30,20251007,043421_991733
57.00011,58.000204,1.0000940561294556,3751484,30009049.464958686,0.6161987917370352,0,2783,0,False,False,udp,30,20251007,043421_991733
58.000204,59.000206,1.0000020265579224,3750136,30001027.201180648,0.47040995624552573,0,2782,0,False,False,udp,30,20251007,043421_991733
59.000206,60.000132,0.999925971031189,3754180,30035663.509197142,0.601554812950718,0,2785,0,False,False,udp,30,20251007,043421_991733
60.000132,61.000134,1.0000020265579224,3750136,30001027.201180648,0.67204436938208,0,2782,0,False,False,udp,30,20251007,043421_991733
61.000134,62.000149,1.0000150203704834,3750136,30000637.379311826,0.6943174441764676,0,2782,0,False,False,udp,30,20251007,043421_991733
62.000149,63.000165,1.0000159740448,3747440,29979041.1134542,0.48166689967563386,0,2780,0,False,False,udp,30,20251007,043421_991733
63.000165,64.000214,1.0000489950180054,3747440,29978051.224840473,0.4050766117285034,0,2780,0,False,False,udp,30,20251007,043421_991733
64.000214,65.00023,1.0000159740448,3752832,30022176.42440881,0.41230845602540184,0,2784,0,False,False,udp,30,20251007,043421_991733
65.00023,66.000196,0.999966025352478,3698912,29592301.388009023,0.48781477208845636,0,2744,0,False,False,udp,30,20251007,043421_991733
66.000196,67.000202,1.0000059604644775,3801360,30410698.738110434,0.375055441978148,0,2820,0,False,False,udp,30,20251007,043421_991733
67.000202,68.000213,1.0000109672546387,3756876,30054678.382689092,0.4026520689630532,0,2787,0,False,False,udp,30,20251007,043421_991733
68.000213,69.000184,0.9999709725379944,3754180,30034311.819845214,0.38871059814260556,0,2785,0,False,False,udp,30,20251007,043421_991733
69.000184,70.000033,0.999849021434784,3738004,29908547.549596734,0.711461353311266,0,2773,0,False,False,udp,30,20251007,043421_991733
70.000033,71.000193,1.0001599788665771,3752832,30017853.777775552,0.6699080935650827,0,2784,0,False,False,udp,30,20251007,043421_991733
71.000193,72.000205,1.0000120401382446,3747440,29979159.04678062,0.5089345112099435,0,2780,0,False,False,udp,30,20251007,043421_991733
72.000205,73.000207,1.0000020265579224,3750136,30001027.201180648,0.4474612232884453,0,2782,0,False,False,udp,30,20251007,043421_991733
73.000207,74.000214,1.0000070333480835,3750136,30000876.993389294,0.417034634321444,0,2782,0,False,False,udp,30,20251007,043421_991733
74.000214,75.000206,0.9999920129776,3750136,30001327.621275738,0.400062478834512,0,2782,0,False,False,udp,30,20251007,043421_991733
75.000206,76.000174,0.9999679923057556,3709696,29678517.940927878,0.679333996692464,0,2752,0,False,False,udp,30,20251007,043421_991733
